Year,Team,Pick,Round,Round Pick,Player
2019.0,Team(Tittsburgh Feelers),10.0,1.0,10.0,Adam Thielen
2019.0,Team(Babanusa Battle Turtles),11.0,1.0,11.0,Travis Kelce
2019.0,Team(Texas Longhorns),12.0,1.0,12.0,Russell Wilson
2019.0,Team(Trinidad Tribal Sharks),13.0,2.0,1.0,Keenan Allen
2019.0,Team(Pinkiest Pinksters),14.0,2.0,2.0,Julio Jones
2019.0,Team(Rigger _),15.0,2.0,3.0,Patrick Mahomes
2019.0,"Team(3 Yds, Good Thing Ur Tough)",16.0,2.0,4.0,Saquon Barkley
2019.0,Team(UofA Wildcats ),17.0,2.0,5.0,Melvin Gordon
2019.0,Team(The Injured Reserves),18.0,2.0,6.0,Le'Veon Bell
2019.0,Team(California Golden Bears),19.0,2.0,7.0,Michael Thomas
2019.0,Team(Northwest Yeshiva),20.0,2.0,8.0,Aaron Rodgers
2019.0,Team(Mickey Town),21.0,2.0,9.0,Brandin Cooks
2019.0,Team(Tittsburgh Feelers),22.0,2.0,10.0,Alvin Kamara
2019.0,Team(Babanusa Battle Turtles),23.0,2.0,11.0,Leonard Fournette
2019.0,Team(Texas Longhorns),24.0,2.0,12.0,James Conner
2019.0,Team(Trinidad Tribal Sharks),25.0,3.0,1.0,Damien Williams
2019.0,Team(Pinkiest Pinksters),26.0,3.0,2.0,Nick Chubb
2019.0,Team(Rigger _),27.0,3.0,3.0,Christian McCaffrey
2019.0,"Team(3 Yds, Good Thing Ur Tough)",28.0,3.0,4.0,Odell Beckham Jr.
2019.0,Team(UofA Wildcats ),29.0,3.0,5.0,David Johnson
2019.0,Team(The Injured Reserves),30.0,3.0,6.0,Stefon Diggs
2019.0,Team(California Golden Bears),31.0,3.0,7.0,Dalvin Cook
2019.0,Team(Northwest Yeshiva),32.0,3.0,8.0,T.Y. Hilton
2019.0,Team(Mickey Town),33.0,3.0,9.0,Ezekiel Elliott
2019.0,Team(Tittsburgh Feelers),34.0,3.0,10.0,Amari Cooper
2019.0,Team(Babanusa Battle Turtles),35.0,3.0,11.0,Joe Mixon
2019.0,Team(Texas Longhorns),36.0,3.0,12.0,Derrick Henry
2019.0,Team(Trinidad Tribal Sharks),37.0,4.0,1.0,Antonio Brown
2019.0,Team(Rigger _),38.0,4.0,2.0,Josh Jacobs
2019.0,Team(Northwest Yeshiva),39.0,4.0,3.0,Phillip Lindsay
2019.0,"Team(3 Yds, Good Thing Ur Tough)",40.0,4.0,4.0,Marlon Mack
2019.0,Team(California Golden Bears),41.0,4.0,5.0,George Kittle
2019.0,Team(Tittsburgh Feelers),42.0,4.0,6.0,Julian Edelman
2019.0,Team(Mickey Town),43.0,4.0,7.0,Zach Ertz
2019.0,Team(Trinidad Tribal Sharks),44.0,4.0,8.0,Aaron Jones
2019.0,Team(California Golden Bears),45.0,4.0,9.0,Chris Godwin
2019.0,Team(Rigger _),46.0,4.0,10.0,Cooper Kupp
2019.0,Team(Rigger _),47.0,4.0,11.0,Kenny Golladay
2019.0,"Team(3 Yds, Good Thing Ur Tough)",48.0,4.0,12.0,A.J. Green
2019.0,Team(Texas Longhorns),49.0,5.0,1.0,Allen Robinson II
2019.0,Team(Babanusa Battle Turtles),50.0,5.0,2.0,Tyler Lockett
2019.0,Team(Tittsburgh Feelers),51.0,5.0,3.0,Kerryon Johnson
2019.0,Team(Mickey Town),52.0,5.0,4.0,Tyler Boyd
2019.0,Team(Rigger _),53.0,5.0,5.0,Calvin Ridley
2019.0,Team(California Golden Bears),54.0,5.0,6.0,Chris Carson
2019.0,Team(The Injured Reserves),55.0,5.0,7.0,David Montgomery
2019.0,Team(UofA Wildcats ),56.0,5.0,8.0,Tevin Coleman
2019.0,"Team(3 Yds, Good Thing Ur Tough)",57.0,5.0,9.0,Mark Ingram II
2019.0,Team(Rigger _),58.0,5.0,10.0,James White
2019.0,Team(UofA Wildcats ),59.0,5.0,11.0,Robby Anderson
2019.0,Team(California Golden Bears),60.0,5.0,12.0,DJ Moore
2019.0,Team(Pinkiest Pinksters),61.0,6.0,1.0,Miles Sanders
2019.0,Team(Pinkiest Pinksters),62.0,6.0,2.0,Andrew Luck
2019.0,Team(Rigger _),63.0,6.0,3.0,Jarvis Landry
2019.0,Team(Babanusa Battle Turtles),64.0,6.0,4.0,Sammy Watkins
2019.0,Team(Rigger _),65.0,6.0,5.0,O.J. Howard
2019.0,Team(UofA Wildcats ),66.0,6.0,6.0,Deshaun Watson
2019.0,Team(California Golden Bears),67.0,6.0,7.0,Christian Kirk
2019.0,Team(Northwest Yeshiva),68.0,6.0,8.0,Sterling Shepard
2019.0,Team(Mickey Town),69.0,6.0,9.0,Cam Newton
2019.0,Team(Tittsburgh Feelers),70.0,6.0,10.0,Tarik Cohen
2019.0,Team(Babanusa Battle Turtles),71.0,6.0,11.0,Baker Mayfield
2019.0,Team(Texas Longhorns),72.0,6.0,12.0,Corey Davis
2019.0,Team(Texas Longhorns),73.0,7.0,1.0,Keke Coutee
2019.0,Team(Babanusa Battle Turtles),74.0,7.0,2.0,Will Fuller V
2019.0,Team(Tittsburgh Feelers),75.0,7.0,3.0,Dante Pettis
2019.0,Team(Mickey Town),76.0,7.0,4.0,N'Keal Harry
2019.0,Team(California Golden Bears),77.0,7.0,5.0,Matt Ryan
2019.0,Team(California Golden Bears),78.0,7.0,6.0,DK Metcalf
2019.0,Team(The Injured Reserves),79.0,7.0,7.0,Marvin Jones Jr.
2019.0,Team(UofA Wildcats ),80.0,7.0,8.0,Evan Engram
2019.0,"Team(3 Yds, Good Thing Ur Tough)",81.0,7.0,9.0,Golden Tate
2019.0,Team(Rigger _),82.0,7.0,10.0,Austin Ekeler
2019.0,Team(UofA Wildcats ),83.0,7.0,11.0,Larry Fitzgerald
2019.0,Team(Trinidad Tribal Sharks),84.0,7.0,12.0,Kenyan Drake
2019.0,Team(Pinkiest Pinksters),85.0,8.0,1.0,Darrell Henderson Jr.
2019.0,Team(Pinkiest Pinksters),86.0,8.0,2.0,Rashaad Penny
2019.0,Team(Rigger _),87.0,8.0,3.0,Rams D/ST
2019.0,"Team(3 Yds, Good Thing Ur Tough)",88.0,8.0,4.0,Drew Brees
2019.0,Team(UofA Wildcats ),89.0,8.0,5.0,Dede Westbrook
2019.0,Team(The Injured Reserves),90.0,8.0,6.0,Lamar Miller
2019.0,Team(California Golden Bears),91.0,8.0,7.0,Greg Zuerlein
2019.0,Team(Northwest Yeshiva),92.0,8.0,8.0,Jared Cook
2019.0,Team(Mickey Town),93.0,8.0,9.0,Bears D/ST
2019.0,Team(Tittsburgh Feelers),94.0,8.0,10.0,LeSean McCoy
2019.0,Team(Babanusa Battle Turtles),95.0,8.0,11.0,Michael Gallup
2019.0,Team(Texas Longhorns),96.0,8.0,12.0,David Njoku
2019.0,Team(Texas Longhorns),97.0,9.0,1.0,Greg Olsen
2019.0,Team(Babanusa Battle Turtles),98.0,9.0,2.0,Bills D/ST
2019.0,Team(Tittsburgh Feelers),99.0,9.0,3.0,Hunter Henry
2019.0,Team(Mickey Town),100.0,9.0,4.0,Marquez Valdes-Scantling
2019.0,Team(Northwest Yeshiva),101.0,9.0,5.0,Courtland Sutton
2019.0,Team(Trinidad Tribal Sharks),102.0,9.0,6.0,Carson Wentz
2019.0,Team(The Injured Reserves),103.0,9.0,7.0,Delanie Walker
2019.0,Team(The Injured Reserves),104.0,9.0,8.0,Dak Prescott
2019.0,"Team(3 Yds, Good Thing Ur Tough)",105.0,9.0,9.0,DeSean Jackson
2019.0,Team(UofA Wildcats ),106.0,9.0,10.0,Curtis Samuel
2019.0,Team(Pinkiest Pinksters),107.0,9.0,11.0,Eric Ebron
2019.0,Team(Trinidad Tribal Sharks),108.0,9.0,12.0,Jordan Howard
2019.0,Team(Pinkiest Pinksters),109.0,10.0,1.0,Ronald Jones II
2019.0,Team(Pinkiest Pinksters),110.0,10.0,2.0,Royce Freeman
2019.0,Team(Rigger _),111.0,10.0,3.0,D'Onta Foreman
2019.0,"Team(3 Yds, Good Thing Ur Tough)",112.0,10.0,4.0,Kyler Murray
2019.0,Team(UofA Wildcats ),113.0,10.0,5.0,Latavius Murray
2019.0,Team(The Injured Reserves),114.0,10.0,6.0,Donte Moncrief
2019.0,Team(California Golden Bears),115.0,10.0,7.0,Geronimo Allison
2019.0,Team(Northwest Yeshiva),116.0,10.0,8.0,Emmanuel Sanders
2019.0,Team(Mickey Town),117.0,10.0,9.0,Harrison Butker
2019.0,Team(Tittsburgh Feelers),118.0,10.0,10.0,Jared Goff
2019.0,Team(Babanusa Battle Turtles),119.0,10.0,11.0,Peyton Barber
2019.0,Team(Texas Longhorns),120.0,10.0,12.0,Nyheim Hines
2019.0,Team(Texas Longhorns),121.0,11.0,1.0,Damien Harris
2019.0,Team(Babanusa Battle Turtles),122.0,11.0,2.0,James Washington
2019.0,Team(Tittsburgh Feelers),123.0,11.0,3.0,Matt Breida
2019.0,Team(Mickey Town),124.0,11.0,4.0,Dion Lewis
2019.0,Team(Northwest Yeshiva),125.0,11.0,5.0,Wil Lutz
2019.0,Team(California Golden Bears),126.0,11.0,6.0,Jaguars D/ST
2019.0,Team(The Injured Reserves),127.0,11.0,7.0,Kalen Ballage
2019.0,Team(UofA Wildcats ),128.0,11.0,8.0,Justin Tucker
2019.0,"Team(3 Yds, Good Thing Ur Tough)",129.0,11.0,9.0,Vikings D/ST
2019.0,Team(Rigger _),130.0,11.0,10.0,Austin Hooper
2019.0,Team(Pinkiest Pinksters),131.0,11.0,11.0,Chargers D/ST
2019.0,Team(Trinidad Tribal Sharks),132.0,11.0,12.0,Tom Brady
2019.0,Team(Trinidad Tribal Sharks),133.0,12.0,1.0,Tyrell Williams
2019.0,Team(Pinkiest Pinksters),134.0,12.0,2.0,Parris Campbell
2019.0,Team(Rigger _),135.0,12.0,3.0,Ka'imi Fairbairn
2019.0,"Team(3 Yds, Good Thing Ur Tough)",136.0,12.0,4.0,Stephen Gostkowski
2019.0,Team(UofA Wildcats ),137.0,12.0,5.0,Ravens D/ST
2019.0,Team(Pinkiest Pinksters),138.0,12.0,6.0,Deebo Samuel
2019.0,Team(California Golden Bears),139.0,12.0,7.0,Philip Rivers
2019.0,Team(Northwest Yeshiva),140.0,12.0,8.0,Devin Funchess
2019.0,Team(Mickey Town),141.0,12.0,9.0,A.J. Brown
2019.0,Team(Tittsburgh Feelers),142.0,12.0,10.0,Anthony Miller
2019.0,Team(Babanusa Battle Turtles),143.0,12.0,11.0,Michael Badgley
2019.0,Team(Texas Longhorns),144.0,12.0,12.0,Marquise Brown
2019.0,Team(Texas Longhorns),145.0,13.0,1.0,Brett Maher
2019.0,Team(Babanusa Battle Turtles),146.0,13.0,2.0,Vance McDonald
2019.0,Team(Tittsburgh Feelers),147.0,13.0,3.0,Cowboys D/ST
2019.0,Team(Mickey Town),148.0,13.0,4.0,Devin Singletary
2019.0,Team(Northwest Yeshiva),149.0,13.0,5.0,Carlos Hyde
2019.0,Team(California Golden Bears),150.0,13.0,6.0,Robert Woods
2019.0,Team(The Injured Reserves),151.0,13.0,7.0,Mohamed Sanu Sr.
2019.0,Team(UofA Wildcats ),152.0,13.0,8.0,Sony Michel
2019.0,"Team(3 Yds, Good Thing Ur Tough)",153.0,13.0,9.0,Jamaal Williams
2019.0,Team(Pinkiest Pinksters),154.0,13.0,11.0,Mecole Hardman
2019.0,Team(Trinidad Tribal Sharks),155.0,13.0,12.0,Trey Burton
2019.0,Team(Trinidad Tribal Sharks),156.0,14.0,1.0,Adrian Peterson
2019.0,Team(Pinkiest Pinksters),157.0,14.0,2.0,Robbie Gould
2019.0,"Team(3 Yds, Good Thing Ur Tough)",158.0,14.0,4.0,Hakeem Butler
2019.0,Team(UofA Wildcats ),159.0,14.0,5.0,Ryquell Armstead
2019.0,Team(The Injured Reserves),160.0,14.0,6.0,Alexander Mattison
2019.0,Team(Northwest Yeshiva),161.0,14.0,8.0,Saints D/ST
2019.0,Team(Mickey Town),162.0,14.0,9.0,DaeSean Hamilton
2019.0,Team(Tittsburgh Feelers),163.0,14.0,10.0,Adam Vinatieri
2019.0,Team(Babanusa Battle Turtles),164.0,14.0,11.0,Jerick McKinnon
2019.0,Team(Texas Longhorns),165.0,14.0,12.0,Patriots D/ST
2019.0,Team(Texas Longhorns),166.0,15.0,1.0,Marqise Lee
2019.0,Team(Babanusa Battle Turtles),167.0,15.0,2.0,Lamar Jackson
2019.0,Team(Tittsburgh Feelers),168.0,15.0,3.0,Josh Gordon
2019.0,Team(Mickey Town),169.0,15.0,4.0,Adam Humphries
2019.0,Team(Northwest Yeshiva),170.0,15.0,5.0,Kenny Stills
2019.0,Team(The Injured Reserves),171.0,15.0,7.0,Jamison Crowder
